id,name,detail,date,stature,school
2,1 Teng Hsi,lawyer/debater,-500,Minor philosopher,
3,2 Yen Hui,Confucian,-500,Minor philosopher,
4,3 Tzu-lu,Confucian,-500,Minor philosopher,
5,4 Tzu Kung,"Confucian, diplomat",-500,Minor philosopher,
6,5 Jan Yu,politician,-500,Minor philosopher,
7,6 Chung Kung,Confucian,-500,Minor philosopher,
8,7 Yu Tzu,soldier,-500,Minor philosopher,
9,8 Tseng Hsi,Confucian,-500,Minor philosopher,
10,9 Tzu-hsia,f. school of Confucian disciples,-500,Minor philosopher,
11,10 Tzu-yu,same,-500,Minor philosopher,Confucian school
12,11 Tzu-chang,same,-500,Minor philosopher,Confucian school
13,12 Mi Tzu-chien,Confucian,-500,Minor philosopher,
14,13 Tzu-ch'ih,Confucian,-500,Minor philosopher,
15,14 Tzu-hua,Confucian,-500,Minor philosopher,
16,15 Shih Shih,Confucian,-500,Minor philosopher,
17,16 Ch'i Tiao-K'ai,f. school of Confucian disciples,-500,Minor philosopher,
18,17 Kung-sun Ni-tzu,Confucian,-500,Minor philosopher,Confucian school
19,18 Fu Tzu-chien,Confucian,-500,Minor philosopher,
20,19 Tzu-ssu,Confucius' grandson; f. school of disciples,-500,Minor philosopher,Confucian school
21,19a? Chung-liang,f. school of Confucian disciples,-500,Minor philosopher,Confucian school
22,20 T'ien Tzu-Fung,"Confucian, instructor of kings",-500,Minor philosopher,Confucian school
23,21 Tuan-kun Mu,same,-500,Minor philosopher,Confucian school
24,22 Wu Ch'i,Confucian general,-500,Minor philosopher,Confucian school
25,23 Kung-meng Tzu,Confucian,-500,Minor philosopher,Confucian school
26,23a Li K'uei,agriculturalist politician,-500,Minor philosopher,
27,24 Ch'eng-tzu,Confucian,-500,Minor philosopher,Confucian school
28,25 Keng Chu,Mohist,-500,Minor philosopher,Mohists
29,26 Sui Ch'ao Ti,Mohist,-500,Minor philosopher,Mohists
30,27 Wii Lu,agriculturalist self-sufficiency,-400,Minor philosopher,agriculturalist primitivist
31,28 Ch'in Ku-li,major disciple of Mo Ti,-400,Minor philosopher,Mohists
32,29 Tzu Hua Tzu,Yang Chu follower,-365,Minor philosopher,
33,30 Yi Chili,Mohist,-365,Minor philosopher,Mohists
34,31 Hsu Fan,"from Mohist school; neo-Confucian, possibly identical w Hsii Hsing",-365,Minor philosopher,agriculturalist primitivist
35,32 Ch'en Hsiang,agriculturalist primitivist,-365,Minor philosopher,agriculturalist primitivist
36,33 Ch'en Liang,,-365,Minor philosopher,
37,34? Shih Ch'iu,individualist like Ch'en Chung,-365,Minor philosopher,
38,35 Kung-tu Tzu,disciple of Mencius,-365,Minor philosopher,Confucian school
39,36 Wan Chang,same,-365,Minor philosopher,Confucian school
40,37 Meng Chi Tzu,same,-365,Minor philosopher,Confucian school
41,38 Kungsun Ch'ou,same,-365,Minor philosopher,Confucian school
42,39 Shunyu Kun,"debater at Wei court, then Chi-hsia Academy",-365,Minor philosopher,
43,40 Ch'en Chung,agriculturalist primitivist; of Ch'i royal house,-365,Minor philosopher,
44,43 P'eng Meng,,-365,Minor philosopher,
45,45 Chieh Tzu,Chi-hsia Acad.,-365,Minor philosopher,
46,46 Huan Yuan,Chi-hsia Acad.,-365,Minor philosopher,
47,47 Wei Mou,"Prince of Wei, hedonist/individualist",-365,Minor philosopher,
48,49 Yo-cheng Tzu-chun,"school of Tseng-Tzu, Confucian",-365,Minor philosopher,Confucian school
49,50 K'ung Chuan,descendant of Confucius,-365,Minor philosopher,Confucian school
50,51 Huan T'uan,,-300,Minor philosopher,
51,52 T'ien Pa,,-300,Minor philosopher,
52,53 Mao Kung,Kung-sun Lung disciple,-300,Minor philosopher,
53,54 Ch'imu Tzu,same,-300,Minor philosopher,
54,55 Chan Tzu,,-300,Minor philosopher,
55,56 Fan Sui,"Wei diplomat, debater, prime minister of Chin",-300,Minor philosopher,
56,57 Wu Hou,leader of Mohist faction,-300,Minor philosopher,Mohists
57,58 Hsiang-li Ch'in,leader of Mohist faction,-300,Minor philosopher,Mohists
58,59 T'eng-ling Tzu,Mohist faction of the south,-300,Minor philosopher,
59,60 Ku Huo,same,-300,Minor philosopher,
60,61 Chi Ch'ih,same,-300,Minor philosopher,
61,62 Tsou Shih,Chi-hsia Acad.,-300,Minor philosopher,
62,63 Yii Ching,prime Minister of Pingyuan court; patron of Yu's Spring and Autumn Annals,-300,Minor philosopher,
63,64 Lu Pu-wei,prime minister of Chin; patron of Lu's Spring and Autumn Annals,-300,Minor philosopher,
64,65 Fii-ch'iu Po,,-300,Minor philosopher,
65,66 Mao Heng,textual scholar,-300,Minor philosopher,
66,200 B.C.E.,,-300,Minor philosopher,
67,67 Meng Ch'ing,Lanling school of Hsun-tzu,-200,Minor philosopher,
68,68 Shen Pei,teacher of numerous Han officials and Erudites,-200,Minor philosopher,
69,68a Kung-yang Chin,transmitted interpretation of Spring and Autumn Annals from Confucian family chain,-200,Minor philosopher,
70,69 Liu Chiao,,-200,Minor philosopher,
71,70 Mao Chang,textual scholar,-200,Minor philosopher,
72,71 Chang Ts'ang,"Yin-Yang, calendar, Han court",-200,Minor philosopher,
73,72 Fu Shang,textual scholar; restored destroyed texts from memory,-200,Minor philosopher,
74,73 Chang Liang,"Taoist immortality magic, Han court",-200,Minor philosopher,Taoist magician or church leader
75,74 Chia I,Yin-Yang; famous poet,-200,Minor philosopher,
76,75 Hsiahou Shih-Ch'ang,,-200,Minor philosopher,
77,76 Hsiahou Sheng,,-200,Minor philosopher,
78,77 Hsiahou Ch'ien,,-200,Minor philosopher,
79,78 Ouyang Sheng,Five Agents; occult portents; New Text school,-200,Minor philosopher,
80,79 Ouyang Kao,same,-200,Minor philosopher,
81,80 Hu K'ang,"textual scholar: Annals, I Ching",-200,Minor philosopher,Confucian school
82,80a Hu-wu Cheng,"Annals, Erudite",-200,Minor philosopher,
83,80b Kung-sun Hung,"head of Erudites, prime minister of Emperor Wu",-200,Minor philosopher,
84,80c Lu P'ou-chou,disciple of Tung Chung-shu; prosecuted Liu An,-200,Minor philosopher,
85,81 Shu Kuang,same as 80,-200,Minor philosopher,
86,82 Meng Hsi,"same as 78 and 79, Lanling school",-200,Minor philosopher,
87,83 K'ung An-kuo,descendant of Confucius; began study of old texts,-200,Minor philosopher,
88,84 Ts'ou Pa,Book of History,-200,Minor philosopher,
89,85 Shu-sun Tung,Confucian court ritual,-200,Minor philosopher,Confucian school
90,86 Li Shao-chiin,"Taoist magic, Han court",-200,Minor philosopher,Taoist magician or church leader
91,87 Min Chi,same,-200,Minor philosopher,Taoist magician or church leader
92,88 Liu Pi-chiang,,-100,Minor philosopher,
93,89 Liu Te,,-100,Minor philosopher,
94,91 Ssu-ma Ch'ien,historian,-100,Minor philosopher,
95,92 Chiao Kan,divination,-100,Minor philosopher,numerologist/diviner
96,93 Ching Fang,same,-100,Minor philosopher,numerologist/diviner
97,94 Yen Chun-ping,diviner; Tao Te Ching and Chuang Tzu scholar,-100,Minor philosopher,numerologist/diviner
98,95 An-ch'iu Wang-jih,"shaman/physician, Tao Te Ching scholar",1,Minor philosopher,Taoist magician or church leader
99,96 Chia K'uei,"eclectic cm., Old Text school",1,Minor philosopher,
100,97 Ts'ao Pao,numerology group leader,1,Minor philosopher,numerologist/diviner
101,98 Ma Jung,"Confucian cm., Old Text school, anti-occult skeptic",100,Minor philosopher,
102,99 Wang Fu,"Confucian political phil, anti-occult skeptic",100,Minor philosopher,"politician, skeptic, anti-occult"
103,100 Wei Po-Yang,"Taoist, first alchemy book +",100,Minor philosopher,
104,101 Yii Chi,pop. Taoist cult,100,Minor philosopher,Taoist magician or church leader
105,102 Chang Tao-Ling,"Taoist healing cult, military org., Szechuan",100,Minor philosopher,Taoist magician or church leader
106,103? Ho Shang Kung,Tao Te Ching cm. +,100,Minor philosopher,
107,104 Chang Heng,same as 102,100,Minor philosopher,
108,105 Chang Lu,f. Taoist church,100,Minor philosopher,Taoist magician or church leader
109,106 Chang Chueh,"Tao of Great Peace, Yellow Turban uprising",100,Minor philosopher,Taoist magician or church leader
110,107 Ho Hsiu,Confucian religion +,100,Minor philosopher,
111,107b Yii Fan,"Confucian, Yi Ching cm., numerology +",100,Minor philosopher,
112,108 Hsun Shuang,,100,Minor philosopher,
113,109 Hsun Yiieh,"Confucian, anti-Taoist, anti-occult skeptic",100,Minor philosopher,"Confucian, skeptic, anti-occult"
114,110 Ts'ai Yung,"anti-occult skeptic, astronomer",100,Minor philosopher,"skeptic, anti-occult"
115,111 Wang K'ai,"bequeathed library to son, 117",100,Minor philosopher,
116,112 Liu Pao,patron of Ching-Chou Academy Old Text scholars,100,Minor philosopher,
117,113 Wang Lang,anti-occult skeptic +,200,Minor philosopher,
118,114 Tso Tzu,Taoist magician,200,Minor philosopher,Taoist magician or church leader
119,115 Ko Hsuan,"religious Taoist, south China",200,Minor philosopher,Taoist magician or church leader
120,116 Wang Ts'an,inherited library of 110,200,Minor philosopher,
121,117 Wang Yeh,father of Wang Pi,200,Minor philosopher,
122,118 Ouyang Chien,,200,Minor philosopher,
123,119 Wang Tao,,200,Minor philosopher,
124,120 Yin Jung,or Hsiin Jung,200,Minor philosopher,
125,121 Hsia-hou Hsuan,,200,Minor philosopher,
126,122 Wang Su,"Confucian, high Wei official; Old Text school, K'ung-Ts'ung Tzu author?",200,Minor philosopher,
127,123 Juan Chi,"poet, Seven Sages of the Bamboo Grove",200,Minor philosopher,poet
128,124 Shan T'ao,"statesman, general, Seven Sages",200,Minor philosopher,
129,125 Juan Hsian,Seven Sages,200,Minor philosopher,
130,126 Wang Jung,same,200,Minor philosopher,
131,127 Liu Ling,same,200,Minor philosopher,
132,128 Wang Teng,"Pure Conversation, nudist circle",200,Minor philosopher,nudist circle
133,129 Wang Yen,same,200,Minor philosopher,nudist circle
134,130 Juan Chan,same,200,Minor philosopher,nudist circle
135,131 Hsu Kun,same,200,Minor philosopher,nudist circle
136,132 Humu Yen-Kuo,same,200,Minor philosopher,nudist circle
137,133 Pi Cho(same,,200,Minor philosopher,nudist circle
138,134 Yueh Kuang,Name/Principle doctrine,200,Minor philosopher,
139,134a Hsieh Hsuan,same,200,Minor philosopher,
140,135 P'ei Wei,"skeptic, anti-nihilist",200,Minor philosopher,"skeptic, anti-occult"
141,135a Ssu-ma P'iao,"cm. Chuang Tzu, Mohist Canons +",200,Minor philosopher,
142,136 Juan Fou,"libertine, Pure Conversation",200,Minor philosopher,
143,137 Wei Chieh,Pure Conversation,200,Minor philosopher,
144,138? Lu Sheng,cm. Mohist Canons,200,Minor philosopher,Mohists
145,139 Chueh Kung-tse,Buddhist Pure Land +,200,Minor philosopher,
146,140 Wei Shih-tu,same +,200,Minor philosopher,
147,141 Dharmaraksha,"Buddhist at Tun Huang, central Asia +",200,Minor philosopher,
148,"142 ""Pao Ching-yen""","Taoist radical, mythical?",300,Minor philosopher,
149,143 Wang Pao,Taoist magician,300,Minor philosopher,Taoist magician or church leader
150,144 Wei Hua-Ts'un,"woman; ""revelations"" of Taoist scriptures",300,Minor philosopher,Taoist magician or church leader
151,145 Tu Ching,Taoist church leader,300,Minor philosopher,
152,146 Sun Tai,f. Taoist sect,300,Minor philosopher,Taoist magician or church leader
153,147 Sun En,"Taoist rebel, south coast",300,Non-philosopher,Taoist magician or church leader
154,148 Yang Hsi,revelations of Taoist scriptures,300,Minor philosopher,Taoist magician or church leader
155,149 Hsu Mi,Taoist theologian,300,Minor philosopher,Taoist magician or church leader
156,150 Hsu Hui,Taoist,300,Minor philosopher,Taoist magician or church leader
157,151 Hsu Mai,father of 149,300,Minor philosopher,
158,152 Wang Hsi-chih,1st great calligrapher,300,Non-philosopher,
159,"153 ""Pure Conversation"" circle",,300,Minor philosopher,
160,154 Yin Hao,Buddhist layman,300,Minor philosopher,Buddhist
161,155 Sun Ch'o,"Buddhist, sync. w Taoism and Confucianism",300,Minor philosopher,Buddhist (Taoist syncretist)
162,156 Wang Pan-chih,"Confucian, criticized Taoism",300,Minor philosopher,Confucian school
163,157 Ko Ch'ao-fu,Ko family; estab. Taoist scriptures,300,Minor philosopher,Taoist magician or church leader
164,158 Ts'ui Hao,"Confucian, Taoist, Northern Wei minister; persecuted Buddhism",300,Minor philosopher,"Confucian, Taoist politician"
165,159 K'ou Ch'ien-chih,"Taoist ""pope"" in Northern Wei state",300,Minor philosopher,Taoist pope
166,160 Mao Hsui-chih,Taoist disciple,300,Minor philosopher,Taoist magician or church leader
167,161 Ch'eng-Kung Hsing,Buddhist,300,Minor philosopher,"Buddhist, Taoist magician or church leader"
168,162 Shih T'an-ying,Buddhist,300,Minor philosopher,Buddhist
169,163 Fa-hsian,"Buddhist pilgrim, tr. Lotus sutra",300,Minor philosopher,Buddhist
170,164 Chih-yen,Buddhist traveler to Kashmir,300,Minor philosopher,
171,165 Buddhabhadra,Buddhist monk from Kashmir,300,Minor philosopher,
172,166 T'an-chi,"Madhyamika ""Three Treatise school""",300,Minor philosopher,Madhyamika
173,167 Seng-tao,Sautrantika school,300,Minor philosopher,Sautrantika
174,168 Seng-sung,Sautrantika school,300,Minor philosopher,Sautrantika
175,169 Seng-jui,Buddhist,300,Minor philosopher,
176,170 Hui Kuan,"Buddhist, debated Tao Sheng vs. sudden Enlightenment",300,Minor philosopher,
177,171 Fa-yen,Pure Land,400,Minor philosopher,Pure Land (B faith-salvation)
178,172 Fa-hao,Pure Land,400,Minor philosopher,Pure Land (B faith-salvation)
179,173 Chu Fa-t'ai,Pure Land,400,Minor philosopher,Pure Land (B faith-salvation)
180,174 T'an Chi,,400,Minor philosopher,
181,175 Seng-lang,"Madhyamika, separated from Sautrantika",400,Minor philosopher,Madhyamika
